MUKP con n=500 y m=15
V=[ 58,  68,  26,  28,  90,  13,  21,  77,  56,  55,  38,  21,  25,  53,  45,  20,  89,  45,  77,  49,  11,  19,  81,  33,  73,   4,
   141,  68, 104,  52,  29,  34,  29,  77,  51,  11,  49,  34,  14,  57,  71,  15,  18,  54,  80,  33, 138,  59,  66,  39,  64,  18,
    28,  84,  68,  16,  34,  39,  41, 123,  59,   6,  76,  90,  57,  91,  84,  41,  35,  24,  10, 101,  39,  34,  31,  54,   6,  19,
    33,  28,  22,  49,  56,  54,  79,  29,  19,  10,  91,  25,  11,  62,  95,  37,  71,   9,  23,  26, 135,  31,  10,  89,  91,  52,
    76,  40,  80,  52,  11,  10,   7,  30,  25,  17,  60,  29,  21,   9,  64,  16,  40,  22,  44,  25,  70,  11,  88,  42,  29,  35,
    18,  17,  13,  30,  26,  77,  25,  21,  21,  37,  19,  21, 104,  67,  42, 140,  91,  17,  62,  34,  42,  30,  60,  23,  45,  33,
    14,  48,  21,  53,  51, 103,  46,  88,  50,  33,  56,  34,  36,  83,  60,  26,  37,  64,  87,  17,  36,  15,  39,  66,  44,  31,
    46,  43, 104,  93,  32,   6,  24,  19,  82,  72,  20,   4,  46, 121,  37,  41,  54,  70,  21,  36,  28,  17,  56,  22,  62,  32,
    34,  49,  82,  16,  19,  33,  34,  21,  18,  24,  13,  41,  38,  42, 102, 113,  56,  15,  13,  33,  14,  36,  19,  35,   6, 126,
    12,  33,  14,  43,  22,  53,  18,  37,  32,  45,  12,  71, 100,  18,  25,  19,  26,  22,  70,  75,  12,  60,  90,  16, 125,  24,
    26,  13,  37,  20,  44,  22,  74,  78,  51,  77,  64,  41,   9,  27,  34,  45,  30,  73, 109,  83,  40,  48,  24, 101,  31,  30,
    37,  64,  81,  47,  43,  53,  18,  82,  11,  36,  43,  36,  88,  92,  95, 133,  31,  46,  80,  53,  43,  15,  11,  50, 130,  14,
    72,  17,  32,  62,  15, 103,  40,  71,  46,  25,  78,  50,  84,  50,  48,  13,  50,  52,  23,  11,  63,  25,  47,  21,  26,  24,
    20,  25,  44,  24, 115,  27,  12,  30, 111,  56,  22, 132,  26,  33,  97,  50,  59,  22,  36,  22,  38,  30,  39,  33,  98,  15,
    44,  28,   8,  81,  65,  27,  72,  79,  23,  77,  19,  33,  68,  67,  84,  49,  83, 119,  49,  14,  27,  30,  68,  53,  58,  95,
    57,  45,  79,  12,  65,  44,  21, 161,  87,  13,  54,  25,  43,  70,  44,  73,  23,  23,  34,  30,  74,  22,  39,   8,  59,  27,
    32,  16,  17,  95, 104,  42,  39,  55,  25,   5,  77,  15,  36,  94,  28,  50,  96,  88,  11,  24,  34,  19,  34,  74,  51, 114,
    58,  34,  21,  31,  77,  14,  32,  70,  24,  53,  10,  34,  58,  80,  57,  16,  14,  20,  58,  70,  39,  59,  29,  20,  77,  19,
    35,  60,  32,  14,  92,  34,  71,  86,  56, 110,  21,  77, 118,  73,  64, 105,  43,  34,  25,  37,  44,  62,  91,  36,  39,  82,
    76,  39,  69,  10,  27,  49]
R=[[53, 46, 46, 37, 24, 25, 50, 15, 20, 39, 31, 27, 27, 23, 50, 36, 22, 41, 12, 19, 10, 54, 55, 17, 42, 23, 27, 37,  8, 28, 37, 14, 29, 25,
    11, 14, 15, 30, 45, 20, 24, 13,  9, 33, 48, 37, 36, 24, 27, 49, 14, 14, 33, 31,  9, 10, 23, 50, 49, 11, 25, 40, 38, 26,  8, 30, 46, 52,
    12, 40, 40, 12,  9,  9, 26, 46, 41, 39, 44, 45, 39, 22, 16, 13, 17, 18, 21, 39, 41,  9, 43, 29, 19,  9, 48, 27, 43, 54, 53, 49, 55, 35,
    43, 14, 21, 15, 29, 17, 31, 48, 17, 36, 52, 13, 30, 22, 18, 30, 23, 40, 37, 45, 41, 18,  8, 49, 36, 14, 56, 11, 25, 30, 24, 23, 10, 41,
    25, 24,  9, 29, 36, 28, 12, 49, 29, 41, 45, 43, 14, 39, 41, 49, 26,  8, 17, 24, 21, 48, 32, 35, 27, 43, 38, 37, 27,  8, 35, 21, 18, 24,
    27, 46, 28, 32, 39, 34, 13, 32, 26, 12, 18, 12, 13, 31, 21, 36, 47, 39, 47, 22, 25, 39, 54, 52, 11, 42, 30, 21, 11, 25, 38,  9, 18, 52,
    19, 25, 18, 16, 53, 55, 35, 10, 13, 20, 11, 36, 23, 11, 19, 21,  8, 33, 28, 35, 49, 53, 14, 11, 34, 15, 27, 20, 22, 15,  9, 26, 50, 27,
    43, 27, 16, 42, 45, 29, 15, 17, 51, 40, 50, 19, 26, 52, 20, 48, 41,  8, 29, 18, 51, 42, 54, 33, 50, 34, 34, 39, 14, 35, 28, 50, 18, 31,
    27, 19, 39, 21, 38, 19, 51, 11, 39, 21, 53, 25, 44, 41, 28, 44, 46, 31, 31, 26, 34, 20, 45, 15, 26, 42, 54, 22, 40, 32, 51,  9, 26, 28,
    30, 13, 45, 31, 49, 52, 34, 38, 28, 29, 13, 12, 40, 23, 27, 47, 48, 45, 33, 51, 46, 31, 56, 48, 34, 13, 31, 17, 30, 53, 54, 33, 47,  8,
    53, 16, 52, 47, 15, 18, 21, 51, 19, 10, 14, 39, 49, 30, 32,  8, 16, 44, 17, 19, 28, 13, 41, 22, 17, 49, 11,  8, 35, 25,  9, 13, 24, 36,
    40, 52, 29, 29, 47, 17, 37, 47, 20, 15, 38, 38, 10, 38, 44, 17, 54, 53, 35, 50, 23, 29,  8, 45, 44, 49, 10, 20, 21, 21, 26, 43, 56, 17,
    14, 10, 17, 16, 42, 56, 22, 51, 38, 18,  8,  8, 21, 10, 33, 28, 20, 31, 55, 30, 25, 10, 34, 53, 48, 38, 49, 39, 16, 53, 27, 55, 22, 40,
    39, 41, 22, 51, 23, 25, 47, 54, 31, 31, 44, 56, 24, 50, 36, 17, 26, 47, 23, 24, 50, 16, 45, 13, 32, 22, 34, 22, 22, 11, 22, 34, 33, 11,
    42, 43, 32, 19, 37, 44, 19, 33, 35, 28, 24, 33, 32,  8, 50, 31, 48, 15, 49, 24, 28, 27, 42, 34],
