MKP con n=500 y m=15
V=[ 62, 120,  46,  86,  25,  37,  89,  40,  92,  46,  50, 100,  74, 117,  34,  84,  32,  21,  12,  30,  47, 107,  68,  14,  36,  13,
    35,  24,  46,  78,   7,  71,  18,  56,  22,  56, 124,  15,  27,  35, 111,  42,  35,  18,  24,  23, 112,  13,  91,  37,  16,  80,
    58,  14,  32,  48,  14,  21,  47,   6,  46, 140,  44,  41,  81,  28,  77,  40,  94,  15,  58,  26,  24,  39, 108,  45,  28,  63,
   101,  53,   9,  18,  74,  77,  25,  82,  16,  23,  24,  84,  19,  28, 112,  35, 122,  14,  58,   6,  83,  49,  21,  28,  30,  40,
    20,  48,  65,  44,  62,  19,  92,  18,  31,  20,  19,  13,  98,  29,  30,  24,  47,  69,  27,  12,  60,  39,  38,   3,   7,  36,
    13,  16,  68,  46, 113,  14,  63,  54,  30,  77,  35,  24,  89,   8,  84,  20,  30,  10,  35,  57,  17,   8,  87,  32,  41,  38,
    26,  21,  86,  36, 107,  33,  79,  15,  22,  76,  25,  81, 124,  25,  17,  63,  53,  10,  25,  15,  53, 109,  48,  40,  28, 104,
    31, 114,  28,  25,  45,  89,  13,  13,  81,   9,  15,  22,  58,  23, 102,  29,  35, 151,  67,  89,  29,  22,  26,  42,  11,  26,
    78,  17,  25,  38,  19,  67,  13,  63,  46,  12,  42,  87,  82,  34,  17,  16,  14,   4, 123,  19,  15,  58,  55,  15,  45,  23,
    74,  21,  66,  69,  44,  53,  47, 107,  54, 105,  81,  82,  26,  45, 131,  11,  24,  79, 121,  21,  14,  37,  83,  65,  36,  79,
    25,  41,  22,  16,  39,  51,  60,  66,  99,  34, 132, 100,  50,  33,  61,  58,  51,  21,  28,  76,  40,   8,  29,  41,  16,  20,
    83,   5,   5,  43, 125, 134,  65,  51,  71,  12,  18,  44,  22,  20,  54,  20,  76,  44,  19,  93,  38,  37,  82,  16, 104,  61,
    17,  20,  65,  99,  44,  37,  67,  60, 112,  75,  31, 102,  38,  81,   5,  44,  93,  12,  13, 125,  39,  36,   5,  44,  73,  22,
    21,  60,   8,  73,  23,   6,  36, 101,  55,  61,   9,  61,  31,  53,  24,  11,  56,  57,  16,  28,  13,  50,  14,  41,  82,   8,
    62, 137, 109,  33,  15,  17,  33,  65,  56,  42, 119,  79,  36,  12,  19,  60, 114,  14,  29,  26,  64, 104,  17,  53,  21, 107,
   102,  23,  72,  53,  19,  21,  99, 127,  20,  94,  35,  97, 107,  30, 105,  11, 151, 107,  31,  54,  31,  30,  57,  24,  20,  94,
    89,  92,  63,   9,  44,  28,  38,   5,  47,  35,  42,  48,  41,  38,  13,  40,  48,  63, 135,  36,  76,  20,  37,  80,  29,  79,
    48,  34,  23,  90,  98,  76,  41,  34,  62,  17,  49,  34,  47,  51,  41,  20,  22,  13,  60,  57,  31,  66,  27,  43,  80,   9,
    18, 120,  27,  71, 128,  25,  45,   5,  17,   2,  61,  66,  28,  24,  38,  88,  34,  25,  38,  19,  33,  68,  62,  20,  66,  33,
    17,  46,  30,  62,  17,  13]
R=[[27,  8, 28, 38, 22, 20,  3, 18, 26, 35, 10, 36, 37, 37, 19, 40, 39, 33, 12, 18, 30, 17,  9, 33, 30, 22, 37,  6, 11, 28, 42, 17, 16, 22,
    32, 27,  6, 14,  9, 44, 45, 15,  6, 30,  9, 17, 44, 41, 16, 19, 12, 25, 27,  7,  9, 10, 19, 34, 28, 31, 22, 14, 31, 31, 19,  9,  4, 45,
    37, 10, 29, 23, 42, 18, 16, 38, 31, 43, 44, 14,  7, 37, 24, 35,  7, 42, 44, 24, 32, 44, 29,  9, 10, 40, 22, 43,  6, 19, 15, 42, 14, 20,
     6, 14, 38, 15,  5, 45, 33, 44, 45, 37, 26, 45, 16, 40, 10, 22, 34,  7, 29, 23,  6, 36, 14, 29,  8,  4, 29, 12, 41, 14, 30, 36,  7, 15,
    11, 24, 38, 43, 15, 36, 16, 19, 30, 11, 44, 16,  5,  8,  9,  5, 29, 33, 25, 34, 30, 36, 27,  4, 36, 29, 10,  8, 34,  3,  4, 27, 14, 21,
    33, 17,  7, 28, 29, 39, 21, 33, 44, 12, 40, 41, 35, 45, 20, 29, 16,  6, 21, 11, 21, 29,  6, 35, 33, 34, 15, 40, 32, 39, 22, 42, 10, 14,
    23,  9, 42,  7, 21,  8,  9, 39, 28, 21, 21, 27,  5, 31, 21, 13, 38, 44, 32, 37, 20,  6, 29, 35, 24,  3, 35, 12, 10, 15, 11, 33,  4, 14,
     9, 14, 29,  8, 27, 40, 27,  8,  5,  7, 33, 33, 13,  6, 16, 29, 10,  9, 17, 30, 43, 24, 12, 30, 24,  5, 30,  4, 19, 35, 29,  9, 23, 43,
    41, 30, 16, 22, 25, 25, 41, 26, 43,  9,  6, 30,  7,  5, 22, 10,  7, 23, 16, 28, 32, 39, 15, 37, 14, 28, 36, 22, 37, 20, 26,  7, 28, 35,
     5, 33, 22, 12, 34, 22, 26, 19, 22, 22, 19, 34, 41,  7, 33, 11, 43, 32, 44, 25,  4,  6,  9,  4, 14, 28, 13,  3, 15, 34,  7,  7, 41, 19,
    10, 16,  9,  3, 13, 41, 17, 29, 13, 40,  7, 29, 45, 17, 31, 22, 11, 42, 31, 23, 20, 14, 41,  3, 16, 19,  7, 12,  8,  6, 22, 31, 32, 25,
    41, 34, 30, 21, 42,  4, 15, 20, 22, 20,  3, 26,  5, 16,  6,  6, 34, 17, 32, 12, 15,  7, 14, 23, 11, 40, 34, 16, 44,  6, 34, 34, 20, 38,
     9, 12, 18, 25,  5,  6, 18, 34, 10, 22, 23,  7, 28, 37, 23, 33, 31, 42, 41, 39,  3,  4, 16, 44, 36, 23, 26, 34, 13, 13, 23, 31, 18, 23,
    16, 27, 30, 21, 20, 34, 45, 37, 25, 24, 18, 44, 12, 39, 14,  5, 42, 16,  9, 31, 17, 12, 20,  3, 13, 40, 33, 26, 30,  3, 14, 16, 13, 10,
    20,  3, 33, 13, 20, 26, 23,  9, 24, 28, 23, 24, 14, 43, 20, 23, 14, 24, 42, 33, 40, 28, 31,  3],
   [35, 23, 10, 31, 11, 39, 27, 25, 43, 24, 11, 14, 33, 12, 31, 27, 15, 20, 20, 20, 51, 18, 37, 21, 44, 45, 30, 46, 31, 11,  9, 30, 41, 25,
    17, 52, 27, 23, 12, 11, 15, 27, 48,  9, 17, 23, 46, 10, 36, 21, 23, 27, 36, 14, 48, 31, 10, 35, 24, 26, 43,  9, 19, 43, 46, 25, 45, 18,
    47, 49, 18, 21, 42, 15, 10, 27, 40, 34, 46, 43, 47, 43, 21, 10, 17, 15, 29, 18, 24, 23, 35, 10, 17, 13, 27, 34, 46, 21, 52, 20, 40, 16,
    42, 47, 16, 30, 12, 36, 40, 21, 17, 19, 51, 50, 26, 31, 35, 22, 10, 28, 30, 37, 10, 12, 32, 29, 23, 31, 11, 24, 14, 24, 19, 14, 43, 11,
    35, 45, 48, 32, 52, 25, 31, 11, 46, 42, 48, 13, 14, 42, 43, 18, 11, 40, 10, 21, 19, 22, 37, 14, 43, 35, 11, 31, 13, 35, 34, 34, 20, 42,
    39, 49, 44, 42, 21, 42, 31, 39, 21, 37, 28, 30, 16,  9, 19, 27, 38, 41, 30, 49, 36, 41, 14, 37, 11, 14, 51, 44, 12, 50, 11, 45, 31, 30,
    27, 48, 33, 37, 27, 23, 13, 14, 22, 40, 39, 51, 46, 24, 44, 31, 47, 15, 49, 24, 45, 46, 27, 39, 46, 40, 10, 31, 10, 15, 46, 38, 18, 24,
    42, 36,  9, 31, 33, 28, 10, 29, 41, 44, 20, 38, 20, 20, 26, 23, 25, 51, 15, 16, 16, 14, 41, 18, 51, 18, 32, 49, 40, 42, 35, 13, 32, 13,
    47, 40, 12, 11, 31, 41, 34, 41, 47, 15, 52, 39, 44, 27, 12, 32, 10, 46, 38, 47, 37, 14, 18, 45, 14, 22, 43, 36, 47, 25, 38, 38, 32, 31,
    24, 45, 30, 35, 47, 30, 10, 42, 50, 41, 51, 13, 28, 23, 32, 14, 33, 27, 17, 25, 52, 14, 48, 12, 40, 36, 27, 13, 14, 46,  9, 10, 34, 47,
    20, 11, 25, 35, 37, 40,  9, 13, 17, 24, 37, 20, 20, 28, 19, 17, 40, 19, 18, 38, 44, 41, 26, 32, 17, 28, 50, 31, 24, 43, 23, 39, 26, 49,
    36, 26, 40, 51, 47, 24, 36, 13, 23, 12, 26, 39, 11, 30, 14, 23, 37, 45, 49, 37, 16,  9, 33, 44, 32, 25, 19, 44, 49, 11, 46, 41, 51, 39,
    12, 24, 20, 27, 19, 32, 32, 41, 25, 35, 11, 45, 22, 49, 12, 19, 48, 10, 28, 21, 29, 23, 21, 12, 20, 49, 43, 43, 22, 34, 24, 32, 46, 41,
    39, 39,  9, 50, 51, 28, 40, 20, 49, 22, 41, 33, 30, 46, 29, 45, 20, 24, 35, 22, 10, 51, 15, 44, 52, 20, 40, 51, 23, 37, 26, 34, 13, 17,
    19, 26, 29, 27, 24, 50, 45, 40, 50, 23, 48, 42, 10, 21, 21, 36, 38, 48, 44, 42, 14, 10, 50,  9],
